"","intercambio","genero","uni","conocimiento_intercambio","prendas_entrada","prendas_salida","puntos_entrada","puntos_salida","hora_inscripcion","destacable_evento","repetidor","puntos_extra","puntos_antes","hora_entrada","fiel_intercambio","entrada_prenda_1","entrada_prenda_2","entrada_prenda_3","entrada_prenda_4","entrada_prenda_5","hora_salida","salida_prenda_1","salida_prenda_2","salida_prenda_3","salida_prenda_4","salida_prenda_5","salida_prenda_6","salida_prenda_7","salida_prenda_8","salida_prenda_9"
"99","2023_11","Hombre","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 14:48:11.183,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2023_11","Mujer","UC3M","Amigos",3,NA,10,NA,2023-11-29 16:33:56.96,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2023_11","Mujer","UC3M","Comunicación UC3M",5,6,22,0,2023-11-28 11:37:57.775,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2023_11","Hombre","No soy de la Universidad","Amigo organizador",3,NA,6,NA,2023-11-27 21:27:32.668,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2023_11","Mujer","No soy de la Universidad","Otros",NA,NA,NA,NA,2023-11-27 20:41:05.351,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 15:04:09.651,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2023_11","Mujer","No soy de la Universidad","Amigos",NA,NA,NA,NA,2023-11-27 10:29:04.888,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2023_11","No binario","UC3M","Amigos",NA,NA,NA,NA,2023-11-21 22:43:01.562,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2023_11","No binario","UC3M","Amigos",NA,1,NA,NA,2023-11-29 15:47:37.562,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2023_11","Mujer","UC3M","Material impreso",NA,NA,NA,NA,2023-11-28 12:27:06.992,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2023_11","Mujer","UC3M","Amigos",1,1,4,0,2023-11-28 14:04:12.308,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2023_11","Mujer","UC3M","Redes MUCAM",30,1,30,18,2023-11-29 12:17:37.571,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2023_11","Mujer","UC3M","Comunicación UC3M",5,NA,38,NA,2023-11-29 13:02:43.818,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2023_11","Mujer","UC3M","Comunicación UC3M",5,5,20,2,2023-11-29 16:21:54.368,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2023_11","Mujer","No soy de la Universidad","Amigos",NA,NA,NA,NA,2023-11-21 22:53:35.629,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2023_11","Mujer","UC3M","Comunicación UC3M",NA,3,11,0,2023-11-29 14:13:42.202,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2023_11","Mujer","UC3M","Amigo organizador",2,1,6,4,2023-11-29 16:18:48.842,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2023_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2023-11-21 22:25:31.095,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2023_11","Hombre","UC3M","Amigos",NA,NA,NA,NA,2023-11-29 11:15:47.418,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2023_11","Mujer","UC3M","Amigos",2,NA,6,NA,2023-11-21 23:22:39.735,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2023_11","Mujer","UC3M","Amigos",4,3,15,8,2023-11-23 11:58:12.151,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-24 20:48:15.383,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2023_11","Mujer","UC3M","Amigos",1,1,4,0,2023-11-29 12:13:51.592,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2023_11","Mujer","UC3M","Amigo organizador",NA,NA,NA,NA,2023-11-29 14:17:04.557,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2023_11","Mujer","UC3M","Otros",14,8,54,5,2023-11-21 16:25:54.294,"Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 18:21:22.147,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2023_11","Mujer","UC3M","Otros",5,5,22,7,2023-11-21 16:46:45.956,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2023_11","Mujer","No soy de la Universidad","Amigo organizador",3,3,9,8,2023-11-29 16:52:39.648,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2023_11","Mujer","URJC","Amigos",NA,NA,NA,NA,2023-11-28 15:07:06.054,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2023_11","Mujer","No soy de la Universidad","Otros",NA,NA,NA,NA,2023-11-29 01:23:10.625,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2023_11","Mujer","UC3M","Amigo organizador",7,7,26,3,2023-11-25 18:17:45.379,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2023_11","Hombre","UC3M","Amigos",NA,NA,NA,NA,2023-11-22 17:51:07.128,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2023_11","Hombre","URJC","Amigo organizador",5,3,20,4,2023-11-24 14:05:01.888,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2023_11","Mujer","URJC","Redes MUCAM",NA,NA,NA,NA,2023-11-27 20:05:07.876,"Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2023_11","Mujer","UC3M","Comunicación UC3M",NA,3,7,0,2023-11-29 16:37:48.202,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2023_11","Mujer","UC3M","Amigo organizador",8,3,30,22,2023-11-21 22:24:46.537,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2023_11","Mujer","URJC","Amigos",NA,NA,NA,NA,2023-11-24 12:41:11.658,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2023_11","Mujer","UC3M","Comunicación UC3M",1,2,6,0,2023-11-28 11:35:08.109,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 11:49:53.466,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2023_11","Mujer","UC3M","Redes MUCAM",5,4,20,1,2023-11-21 22:23:43.983,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2023_11","Mujer","UEM","Comunicación UC3M",5,1,17,14,2023-11-21 22:56:00.047,"El Intercambio de ropa, Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-24 17:34:53.96,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2023_11","Mujer","UPM","Amigo organizador",4,5,50,8,2023-11-26 15:52:26.251,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2023_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2023-11-21 20:38:40.886,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2023_11","Mujer","No soy de la Universidad","Amigo organizador",1,1,2,0,2023-11-29 14:02:08.846,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2023_11","Mujer","UC3M","Redes MUCAM",NA,NA,NA,NA,2023-11-27 08:16:16.868,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Sección de prendas de fiesta, Que siga esta iniciativa adelante. Gracias, que vaya bien también (como otras veces u otras actividades relacionadas), gracias y saludos!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2023_11","Mujer","UC3M","Amigo organizador",NA,NA,NA,NA,2023-11-28 13:01:10.951,"Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2023_11","Mujer","UC3M","Comunicación UC3M",4,4,14,3,2023-11-28 12:18:18.124,"El Intercambio de ropa, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2023_11","Mujer","UC3M","Otros",3,2,12,7,2023-11-29 00:40:17.371,"El Intercambio de ropa, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2023_11","Mujer","UC3M","Redes MUCAM",NA,NA,NA,NA,2023-11-22 08:18:36.309,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2023_11","Mujer","UC3M","Comunicación UC3M",4,3,20,9,2023-11-28 12:16:20.872,"El Intercambio de ropa, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2023_11","Mujer","UC3M","Redes MUCAM",3,NA,7,NA,2023-11-29 12:05:44.496,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2023_11","Mujer","No soy de la Universidad","Redes MUCAM",NA,NA,NA,NA,2023-11-21 22:18:46.474,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2023_11","Mujer","No soy de la Universidad","Amigo organizador",NA,NA,NA,NA,2023-11-22 12:08:31.489,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2023_11","Mujer","UC3M","Amigo organizador",3,1,11,7,2023-11-23 15:35:16.364,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2023_11","Mujer","UC3M","Comunicación UC3M",4,6,28,0,2023-11-25 13:33:20.06,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2023_11","Mujer","URJC","Amigos",NA,NA,NA,NA,2023-11-27 11:08:46.532,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2023_11","Mujer","UC3M","Comunicación UC3M",3,NA,12,NA,2023-11-28 12:18:11.811,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2023_11","Mujer","UC3M","Comunicación UC3M",7,2,23,16,2023-11-28 09:07:29.535,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2023_11","Hombre","UC3M","Amigos",5,2,7,0,2023-11-29 14:05:02.213,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2023_11","Hombre","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-24 18:40:41.486,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2023_11","Hombre","UC3M","Amigos",NA,NA,NA,NA,2023-11-29 16:47:15.586,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2023_11","Mujer","UC3M","Redes MUCAM",4,4,12,1,2023-11-22 19:03:25.798,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2023_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2023-11-26 15:06:25.974,"El Intercambio de ropa, Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-29 12:49:46.144,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2023_11","Mujer","UC3M","Amigos",5,NA,21,NA,2023-11-23 08:52:45.386,"El Intercambio de ropa, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-26 03:46:23.318,"Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2023_11","No binario","No soy de la Universidad","Amigos",NA,NA,NA,NA,2023-11-25 19:48:53.974,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2023_11","No binario","No soy de la Universidad","Amigos",4,2,16,6,2023-11-29 16:21:26.381,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2023_11","Mujer","URJC","Amigo organizador",NA,2,NA,-6,2023-11-23 10:44:54.603,"Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2023_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2023-11-23 11:05:40.472,"El Intercambio de ropa, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2023_11","Mujer","UC3M","Amigos",2,2,5,0,2023-11-29 16:35:08.606,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2023_11","Mujer","UC3M","Amigos",2,4,12,0,2023-11-27 17:24:39.208,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2023_11","Mujer","UPM","Comunicación UC3M",NA,NA,NA,NA,2023-11-27 20:29:21.077,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2023_11","Hombre","UC3M","Amigo organizador",5,2,16,8,2023-11-28 22:42:16.676,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2023_11","Hombre","UC3M","Amigos",5,3,26,18,2023-11-27 22:19:22.05,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2023_11","Hombre","UC3M","Comunicación UC3M",5,1,16,14,2023-11-29 11:20:44.941,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2023_11","Hombre","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-22 20:50:02.704,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2023_11","Hombre","URJC","Amigos",5,3,15,5,2023-11-23 11:15:13.771,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2023_11","Hombre","UC3M","Comunicación UC3M",5,NA,16,NA,2023-11-29 11:59:17.309,"Dar ropa a la gente que necesite la verdad.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2023_11","Mujer","URJC","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 21:37:05.966,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2023_11","Mujer","UC3M","Comunicación UC3M",1,3,6,0,2023-11-28 11:46:18.68,"El Intercambio de ropa, Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2023_11","Mujer","UC3M","Redes MUCAM",4,3,15,6,2023-11-21 22:39:18.804,"Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2023_11","Mujer","UC3M","Amigos",5,3,16,6,2023-11-29 12:08:31.081,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2023_11","Mujer","UC3M","Amigos",5,4,18,3,2023-11-29 12:14:31.296,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-21 22:58:14.493,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2023_11","Mujer","UC3M","Comunicación UC3M",4,5,24,1,2023-11-28 13:00:36.883,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2023_11","Hombre","UC3M","Amigo organizador",2,NA,6,NA,2023-11-29 15:50:18.909,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2023_11","Mujer","No soy de la Universidad","Amigo organizador",5,3,20,5,2023-11-21 19:41:45.819,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2023_11","Mujer","URJC","Otros",5,0,17,4,2023-11-27 01:31:19.008,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2023_11","Mujer","UC3M","Redes MUCAM",5,6,20,0,2023-11-27 08:07:15.338,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-22 09:12:29.941,"Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2023_11","Hombre","UC3M","Amigos",2,0,4,0,2023-11-29 14:14:38.62,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2023_11","Mujer","UC3M","Amigo organizador",NA,6,26,7,2023-11-29 13:08:26.384,"El Intercambio de ropa, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2023_11","No binario","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-26 22:53:41.367,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2023_11","Hombre","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 12:00:11.449,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
